index,value
1732493820000.0,12.46625
1732493880000.0,12.58619
1732493940000.0,14.51365
1732494000000.0,11.58913
1732494060000.0,15.43259
1732494120000.0,10.34685
1732494180000.0,9.81351
1732494240000.0,9.38821
1732494300000.0,29.52789
1732494360000.0,17.67961
1732494420000.0,16.43304
1732494480000.0,11.327
1732494540000.0,9.47552
1732494600000.0,19.35805
1732494660000.0,9.93373
1732494720000.0,17.62189
1732494780000.0,19.78534
1732494840000.0,15.45201
1732494900000.0,10.85842
1732494960000.0,25.24163
1732495020000.0,20.94078
1732495080000.0,8.42498
1732495140000.0,13.35434
1732495200000.0,13.26246
1732495260000.0,15.62277
1732495320000.0,32.77678
1732495380000.0,10.17428
1732495440000.0,15.74402
1732495500000.0,7.23263
1732495560000.0,17.85777
1732495620000.0,11.38369
1732495680000.0,9.82495
1732495740000.0,28.29989
1732495800000.0,13.62327
1732495860000.0,7.15943
1732495920000.0,17.93132
1732495980000.0,35.29946
1732496040000.0,12.29951
1732496100000.0,25.43267
1732496160000.0,4.2734
1732496220000.0,16.29728
1732496280000.0,9.6079
1732496340000.0,25.01423
1732496400000.0,62.17038
1732496460000.0,18.49384
1732496520000.0,18.09649
1732496580000.0,9.57151
1732496640000.0,22.977
1732496700000.0,27.55708
1732496760000.0,19.52606
1732496820000.0,17.05339
1732496880000.0,13.21317
1732496940000.0,8.20181
1732497000000.0,25.23679
1732497060000.0,16.34537
1732497120000.0,18.94619
1732497180000.0,26.45265
1732497240000.0,11.83085
1732497300000.0,15.95246
1732497360000.0,9.3303
1732497420000.0,24.55596
1732497480000.0,28.78757
1732497540000.0,33.84922
1732497600000.0,24.44997
1732497660000.0,22.40701
1732497720000.0,31.75963
1732497780000.0,32.84703
1732497840000.0,74.25573
1732497900000.0,52.4687
1732497960000.0,39.69462
1732498020000.0,29.29035
1732498080000.0,16.33257
1732498140000.0,26.4403
1732498200000.0,39.76928
1732498260000.0,34.93994
1732498320000.0,26.30473
1732498380000.0,47.55807
1732498440000.0,50.9683
1732498500000.0,33.18932
1732498560000.0,22.47175
1732498620000.0,22.89947
1732498680000.0,24.14748
1732498740000.0,13.23994
1732498800000.0,25.04031
1732498860000.0,15.01459
1732498920000.0,16.80612
1732498980000.0,12.6502
1732499040000.0,9.52919
1732499100000.0,16.88124
1732499160000.0,11.31427
1732499220000.0,9.01139
1732499280000.0,14.60376
1732499340000.0,21.5894
1732499400000.0,14.30138
1732499460000.0,9.91815
1732499520000.0,16.68601
1732499580000.0,8.34074
1732499640000.0,8.7238
1732499700000.0,23.22139
1732499760000.0,13.83335
1732499820000.0,4.15887
1732499880000.0,7.74469
1732499940000.0,10.38664
1732500000000.0,13.80777
1732500060000.0,23.64075
1732500120000.0,7.49516
1732500180000.0,11.7446
1732500240000.0,9.15074
1732500300000.0,18.89317
1732500360000.0,7.37657
1732500420000.0,11.42026
1732500480000.0,15.11825
1732500540000.0,2.68436
1732500600000.0,15.19023
1732500660000.0,8.77775
1732500720000.0,9.04882
1732500780000.0,15.51675
1732500840000.0,11.9258
1732500900000.0,17.16344
1732500960000.0,8.69007
1732501020000.0,6.76249
1732501080000.0,13.16305
1732501140000.0,14.80643
1732501200000.0,17.85645
1732501260000.0,11.93208
1732501320000.0,9.59097
1732501380000.0,24.07737
1732501440000.0,7.73952
1732501500000.0,22.45605
