index,value
0,1628.75
1,1613.63
2,1606.51
3,1621.04
4,1618.16
5,1610.61
6,1630.75
7,1640.17
8,1635.47
9,1645.89
10,1647.84
11,1638.35
12,1629.93
13,1621.49
14,1624.74
15,1627.63
16,1631.99
17,1621.18
18,1613.42
19,1604.95
20,1605.75
21,1616.67
22,1619.29
23,1620.49
24,1619.67
25,1623.07
26,1613.98
27,1631.87
28,1630.37
29,1633.47
30,1626.55
31,1650.43
32,1650.06
33,1654.11
34,1653.6
35,1501.82
36,1524.28
37,1603.65
38,1622.49
39,1636.68
40,1652.1
41,1645.81
42,1650.36
43,1651.55
44,1649.88
45,1653.52
46,1657.51
47,1649.55
48,1649.09
49,1646.41
50,1638.65
51,1625.8
52,1628.64
53,1632.22
54,1633.65
55,1631.17
56,1635.8
57,1621.27
58,1624.7
59,1616.13
60,1618.12
61,1627.8
62,1625.79
63,1614.8
64,1612.8
65,1605.47
66,1609.32
67,1607.48
68,1607.48
69,1604.89
70,1589.12
71,1582.27
72,1567.99
73,1568.16
74,1569.71
75,1571.74
76,1585.41
77,1570.01
78,1561.89
79,1565.18
80,1570.34
81,1577.0
82,1590.29
83,1572.72
84,1572.07
85,1579.19
86,1588.73
87,1586.01
88,1579.77
89,1572.58
90,1568.09
91,1578.21
92,1573.94
93,1582.06
94,1610.18
95,1605.16
96,1623.84
97,1615.26
98,1627.08
99,1626.97
100,1605.7
101,1589.7
102,1589.7
103,1603.26
104,1599.75
105,1590.86
106,1603.5
107,1589.86
108,1587.92
109,1571.06
110,1549.81
111,1549.36
112,1554.65
113,1557.52
114,1555.31
115,1559.76
116,1548.44
117,1543.99
118,1550.21
119,1557.03
120,1551.78
121,1562.89
122,1570.28
123,1559.26
124,1545.87
125,1542.77
126,1542.77
127,1542.77
128,1542.77
129,1564.27
130,1577.26
131,1577.26
132,1577.26
133,1598.19
134,1604.05
135,1604.69
136,1593.65
137,1581.68
138,1599.14
139,1613.82
140,1620.45
141,1629.51
142,1663.7
143,1664.09
144,1669.29
145,1685.14
146,1687.07
147,1680.13
148,1671.84
149,1669.52
150,1686.71
151,1685.51
152,1671.01
153,1683.06
154,1685.7
155,1685.66
156,1678.77
157,1685.85
158,1683.71
159,1686.59
160,1683.73
161,1679.14
162,1685.03
163,1680.81
164,1676.17
165,1688.46
166,1696.55
167,1690.24
168,1711.35
169,1711.29
170,1729.86
171,1716.63
172,1743.36
173,1745.17
174,1746.76
175,1749.29
176,1763.86
177,1762.27
178,1762.29
179,1746.77
180,1753.5
181,1753.21
182,1739.88
183,1723.92
184,1734.42
185,1723.13
186,1732.92
187,1729.89
188,1725.74
189,1730.9
190,1714.17
191,1716.2
192,1719.06
193,1718.21
194,1698.84
195,1714.76
196,1718.35
197,1706.69
198,1723.37
199,1716.18
200,1738.78
201,1737.41
202,1714.77
203,1724.24
204,1733.77
205,1729.96
206,1734.46
207,1744.35
208,1746.88
209,1746.88
210,1746.88
211,1747.47
212,1753.1
213,1745.17
214,1745.72
215,1742.92
216,1731.68
217,1731.18
218,1728.09
219,1728.09
220,1731.29
221,1733.82
222,1745.78
223,1752.57
224,1748.13
225,1750.7
226,1747.91
227,1745.79
228,1735.34
229,1719.92
230,1763.59
231,1766.76
232,1785.4
233,1783.56
234,1804.42
235,1812.33
236,1799.51
237,1792.8
238,1792.8
239,1806.36
240,1798.23
241,1800.62
242,1786.19
243,1791.35
244,1789.05
245,1789.05
246,1784.71
247,1789.45
248,1779.74
249,1786.97
250,1773.25
251,1781.62
252,1773.75
253,1773.75
254,1776.34
255,1770.72
256,1772.39
257,1762.55
258,1764.35
259,1752.83
260,1755.98
261,1754.95
262,1759.9
263,1759.84
264,1776.5
265,1769.98
266,1766.98
267,1752.29
268,1760.17
269,1750.32
270,1731.44
271,1735.51
272,1733.84
273,1730.78
274,1699.46
275,1652.71
276,1654.09
277,1636.81
278,1622.81
279,1613.36
280,1617.78
281,1617.18
282,1637.62
283,1622.2
284,1608.49
285,1605.11
286,1609.61
287,1624.94
288,1618.07
289,1611.96
290,1578.95
291,1561.39
292,1547.87
293,1548.63
294,1560.16
295,1554.76
296,1531.87
297,1526.14
298,1509.03
299,1530.03
