index,value
0,0.0
1,0.423468
2,0.773358
3,0.994145
4,1.06138
5,0.987356
6,0.817725
7,0.619848
8,0.46583
9,0.414411
10,0.496197
11,0.705906
12,1.00353
13,1.32416
14,1.59398
15,1.74856
16,1.74886
17,1.59099
18,1.30736
19,0.958791
20,0.619794
21,0.360352
22,0.228939
23,0.240858
24,0.374817
25,0.578574
26,0.782249
27,0.916001
28,0.9277
29,0.796193
30,0.536904
31,0.198347
32,-0.149568
33,-0.432559
34,-0.590119
35,-0.590286
36,-0.437408
37,-0.170958
38,0.14429
39,0.43429
40,0.634006
41,0.703413
42,0.637257
43,0.466174
44,0.248881
45,0.0573801
46,-0.0411547
47,-0.00132771
48,0.188895
49,0.504843
50,0.890862
51,1.27371
52,1.58028
53,1.75536
54,1.77488
55,1.65156
56,1.43145
57,1.18225
58,0.976284
59,0.872449
60,0.90143
61,1.05801
62,1.30229
63,1.56954
64,1.78624
65,1.88836
66,1.83732
67,1.6297
68,1.29833
69,0.904381
70,0.522552
71,0.222876
72,0.0537461
73,0.0303063
74,0.131076
75,0.303651
76,0.478056
77,0.584438
78,0.570723
79,0.41585
80,0.13531
81,-0.222383
82,-0.587437
83,-0.885816
84,-1.05737
85,-1.0706
86,-0.930302
87,-0.676386
88,-0.373967
89,-0.097304
90,0.0884771
91,0.143364
92,0.0621751
93,-0.124379
94,-0.357554
95,-0.565395
96,-0.68086
97,-0.658745
98,-0.487223
99,-0.191133
100,0.173801
101,0.534393
102,0.817753
103,0.96898
104,0.964429
105,0.817267
106,0.573948
107,0.302494
108,0.0754659
109,-0.0481357
110,-0.0375786
111,0.101938
112,0.330558
113,0.583661
114,0.787938
115,0.87965
116,0.820574
117,0.607662
118,0.274043
119,-0.1189
120,-0.496418
121,-0.788562
122,-0.947153
123,-0.957347
124,-0.84095
125,-0.650658
126,-0.456669
127,-0.328971
128,-0.319693
129,-0.449915
130,-0.70417
131,-1.03404
132,-1.36991
133,-1.63806
134,-1.77877
135,-1.761
136,-1.59006
137,-1.30629
138,-0.975154
139,-0.671118
140,-0.45938
141,-0.379911
142,-0.43779
143,-0.602191
144,-0.814298
145,-1.00216
146,-1.09881
147,-1.05919
148,-0.871635
149,-0.561098
150,-0.183334
151,0.188571
152,0.48196
153,0.64229
154,0.646347
155,0.507745
156,0.273345
