index,value
0,-0.00313258
1,0.0188713
2,0.0248036
3,0.0162776
4,0.000289679
5,0.016829
6,0.0385835
7,-0.00144386
8,0.0127239
9,0.0238972
10,0.0427728
11,-0.0103779
12,0.00558424
13,0.00870609
14,0.0389199
15,-0.0196176
16,0.00731993
17,0.0180764
18,0.0237775
19,-0.0144377
20,0.0110059
21,0.0104017
22,0.0354648
23,-0.0157599
24,0.0100193
25,0.0180621
26,0.0256915
27,-0.0170689
28,0.00350475
29,0.0256438
30,0.0315075
31,-0.0132775
32,0.0130968
33,0.0151458
34,0.0312119
35,-0.0207896
36,0.0104489
37,0.018106
38,0.0405002
39,-0.0201483
40,0.00380802
41,0.0215569
42,0.0327106
43,-0.0201726
44,-0.00333166
45,0.0192871
46,0.0345473
47,-0.0262156
48,-0.00519753
49,0.0132318
50,0.0374279
51,-0.0291948
52,-0.00261354
53,0.0172353
54,0.0376387
55,-0.0204763
56,0.000900269
57,0.0125732
58,0.0344677
59,-0.0220394
60,-0.00202703
61,0.00173426
62,0.0365901
63,-0.0252557
64,0.00092268
65,0.00451374
66,0.0383272
67,-0.0211368
68,-0.000533104
69,0.00981092
70,0.0373549
71,-0.016232
72,0.00197124
73,0.00687361
74,0.0274582
75,-0.0140786
76,0.0166497
77,0.0144682
78,0.043004
79,-0.0127769
80,0.00927353
81,0.0179157
82,0.030508
83,-0.0105906
84,0.00747108
85,0.00467587
86,0.0310678
87,-0.0153685
88,0.000810146
89,0.00806475
90,0.0287657
91,-0.0183783
92,0.00449467
93,0.00988674
94,0.0245948
95,-0.0185189
96,-0.00590181
97,0.00581503
98,0.0243654
99,-0.0157485
100,-0.00749254
101,0.00388288
102,0.0242448
103,-0.014647
104,-0.00204897
105,0.00247526
106,0.0239234
