index,value
0,26.6
1,27.0
2,27.1
3,27.1
4,27.1
5,27.1
6,26.9
7,26.8
8,26.7
9,26.4
10,26.0
11,25.8
12,25.6
13,25.2
14,25.0
15,24.6
16,24.2
17,24.0
18,23.7
19,23.4
20,23.1
21,22.9
22,22.8
23,22.7
24,22.6
25,22.4
26,22.2
27,22.0
28,21.8
29,21.4
30,20.9
31,20.3
32,19.7
33,19.4
34,19.3
35,19.2
36,19.1
37,19.0
38,18.9
39,18.9
40,19.2
41,19.3
42,19.3
43,19.4
44,19.5
45,19.6
46,19.6
47,19.6
48,19.6
49,19.6
50,19.7
51,19.9
52,20.0
53,20.1
54,20.2
55,20.3
56,20.6
57,21.6
58,21.9
59,21.7
60,21.3
61,21.2
62,21.4
63,21.7
64,22.2
65,23.0
66,23.8
67,24.6
68,25.1
69,25.6
70,25.8
71,26.1
72,26.3
73,26.3
74,26.2
75,26.0
76,25.8
77,25.6
78,25.4
79,25.2
80,24.8998
81,24.7
82,24.5007
83,24.3992
84,24.4003
85,24.4
86,24.4
87,24.4
88,24.3
89,24.4
90,24.4
91,24.4
92,24.4
93,24.4
94,24.5
95,24.5
96,24.4
97,24.3
98,24.2
99,24.2
100,24.0
101,23.9
102,23.7
103,23.6
104,23.5
105,23.5
106,23.5
107,23.5
108,23.5
109,23.7
110,23.8
111,23.8
112,23.9
113,23.9
114,23.8
115,23.7
116,23.6
117,23.4
118,23.1998
119,23.0
120,22.8007
121,22.5992
122,22.4002
123,22.0
124,21.6
125,21.3
126,21.2
127,21.2
128,21.1
129,21.0
130,20.9
131,21.0
132,21.0
133,21.1
134,21.2
135,21.1
136,20.9
137,20.8
138,20.8
139,20.8
140,20.8
141,20.9
142,20.8
143,20.8
144,20.7
145,20.7
146,20.8
147,20.9
148,21.2
149,21.4
150,21.7
151,21.8
152,21.9
153,22.2
154,22.5
155,22.8
156,23.1
157,23.4
158,23.8
159,24.1
160,24.6
161,24.9
162,24.9
163,25.1
164,25.0
165,25.0
166,25.0
167,25.0
168,24.9
169,24.8
170,24.7
171,24.6
172,24.5
173,24.5
174,24.5002
175,24.5
176,24.4993
177,24.5008
178,24.4998
179,24.4
180,24.4
181,24.2
182,24.2
183,24.1
184,24.1
185,24.0
186,24.0
187,24.0
188,23.9
189,23.8
190,23.8
191,23.7
192,23.7
193,23.6
194,23.7
195,23.6
196,23.6
197,23.6
198,23.5
199,23.5
200,23.4
201,23.3
202,23.3
203,23.3
204,23.4
205,23.4
206,23.3
207,23.2
208,23.3
209,23.3
210,23.2
211,23.1
212,22.9
213,22.8
214,22.6
215,22.4
216,22.2
217,21.8
218,21.3002
219,20.8
220,20.1995
221,19.7006
222,19.2998
223,19.1
224,19.0
225,18.8
