index,value
0,460.0
1,457.0
2,452.0
3,459.0
4,462.0
5,459.0
6,463.0
7,479.0
8,493.0
9,490.0
10,492.0
11,498.0
12,499.0
13,497.0
14,496.0
15,490.0
16,489.0
17,478.0
18,487.0
19,491.0
20,487.0
21,482.0
22,479.0
23,478.0
24,479.0
25,477.0
26,479.0
27,475.0
28,479.0
29,476.0
30,476.0
31,478.0
32,479.0
33,477.0
34,476.0
35,475.0
36,475.0
37,473.0
38,474.0
39,474.0
40,474.0
41,465.0
42,466.0
43,467.0
44,471.0
45,471.0
46,467.0
47,473.0
48,481.0
49,488.0
50,490.0
51,489.0
52,489.0
53,485.0
54,491.0
55,492.0
56,494.0
57,499.0
58,498.0
59,500.0
60,497.0
61,494.0
62,495.0
63,500.0
64,504.0
65,513.0
66,511.0
67,514.0
68,510.0
69,509.0
70,515.0
71,519.0
72,523.0
73,519.0
74,523.0
75,531.0
76,547.0
77,551.0
78,547.0
79,541.0
80,545.0
81,549.0
82,545.0
83,549.0
84,547.0
85,543.0
86,540.0
87,539.0
88,532.0
89,517.0
90,527.0
91,540.0
92,542.0
93,538.0
94,541.0
95,541.0
96,547.0
97,553.0
98,559.0
99,557.0
100,557.0
101,560.0
102,571.001
103,570.999
104,568.996
105,575.001
106,580.013
107,583.985
108,585.005
109,590.0
110,599.0
111,603.0
112,599.0
113,596.0
114,585.0
115,587.0
116,585.0
117,581.0
118,583.0
119,592.0
120,592.0
121,596.0
122,596.0
123,595.0
124,598.0
125,598.0
126,595.0
127,595.0
128,592.0
129,588.0
130,582.0
131,576.0
132,578.0
133,589.0
134,585.0
135,580.0
136,579.0
137,584.0
138,581.0
139,581.0
140,577.0
141,577.0
142,578.0
143,580.0
144,586.0
145,583.0
146,581.0
147,576.0
148,571.0
149,575.0
150,575.0
151,573.0
152,577.0
153,582.0
154,584.0
155,579.0
156,572.0
157,577.0
158,571.0
159,560.0
160,549.0
161,556.0
162,557.0
163,563.0
164,564.0
165,567.0
166,561.0
167,559.0
168,553.0
169,553.0
170,553.0
171,547.0
172,550.0
173,544.0
174,541.0
175,532.0
176,525.0
177,542.001
178,555.001
179,558.001
180,550.999
181,550.996
182,551.993
183,552.994
184,557.001
185,557.01
186,548.024
187,547.012
188,544.972
189,544.973
190,539.011
191,539.016
192,534.998
193,536.996
194,535.001
195,536.0
196,537.0
197,543.0
198,548.0
199,546.0
200,547.0
201,548.0
202,549.0
203,553.0
204,553.0
205,552.0
206,551.0
207,550.0
208,553.0
209,554.0
210,551.0
211,551.0
212,545.0
213,547.0
214,547.0
215,537.0
216,539.0
217,538.0
218,533.0
219,525.0
220,513.0
221,510.0
222,521.0
223,521.0
224,521.0
225,523.0
226,516.0
227,511.0
228,518.0
229,517.0
230,520.0
231,519.0
232,519.0
233,519.0
234,518.0
235,513.0
236,499.0
237,485.0
238,454.0
239,462.0
240,473.0
241,482.0
242,486.0
243,475.0
244,459.0
245,451.0
246,453.0
247,446.0
248,455.0
249,452.0
250,457.0
251,449.0
252,450.0
253,435.0
254,415.0
255,398.0
256,399.0
257,361.0
258,383.0
259,393.0
260,385.0
261,360.0
262,364.0
263,365.0
264,370.0
265,374.0
266,359.0
267,335.0
268,323.0
269,306.0
270,333.0
271,330.0
272,336.0
273,328.0
274,316.0
275,320.0
276,332.0
277,320.0
278,333.0
279,344.0
280,339.0
281,350.0
282,351.0
283,350.0
284,345.0
285,350.0
286,359.0
287,375.0
288,379.0
289,376.0
290,382.0
291,370.0
292,365.0
293,367.0
294,372.0
295,372.999
296,362.997
297,371.002
298,369.015
299,375.998
300,386.949
301,387.058
302,375.981
303,385.0
304,385.0
305,380.0
306,373.0
307,382.0
308,377.0
309,376.0
310,379.0
311,386.0
312,387.0
313,386.0
314,389.0
315,394.0
316,393.0
317,409.0
318,411.0
319,409.0
320,408.0
321,393.0
322,391.0
323,388.0
324,396.0
325,387.0
326,383.0
327,388.0
328,382.0
329,384.0
330,382.0
331,383.0
332,383.0
333,388.0
334,395.0
335,392.0
336,386.0
337,383.0
338,377.0
339,364.0
340,369.0
341,355.0
342,350.0
343,353.0
344,340.0
345,350.0
346,349.0
347,358.0
348,360.0
349,360.0
350,366.0
351,358.999
352,355.998
353,355.002
354,367.011
355,356.998
356,360.962
357,355.043
358,347.986
359,343.0
360,330.0
361,340.0
362,339.0
363,331.0
364,345.0
365,352.0
366,346.0
367,352.0
368,357.0
