index,value
0,10.38
1,11.86
2,10.97
3,10.8
4,9.79
5,10.39
6,10.42
7,10.82
8,11.4
9,11.32
10,11.44
11,11.68
12,11.17
13,10.53
14,10.01
15,9.91
16,9.14
17,9.16
18,9.55
19,9.67
20,8.44
21,8.24
22,9.1
23,9.09
24,9.35
25,8.82
26,9.32
27,9.01
28,9.0
29,9.9
30,9.83
31,9.72
32,9.89
33,10.01
34,9.37
35,8.69
36,8.19
37,8.67
38,9.55
39,8.92
40,8.09
41,9.37
42,10.13
43,10.14
44,9.51
45,9.24
46,8.66
47,8.86
48,8.05
49,7.79
50,6.75
51,6.75
52,7.82
53,8.64
54,10.58
55,9.48
56,7.38
57,6.9
58,6.94
59,6.24
60,6.84
61,6.85
62,6.9
63,7.79
64,8.18
65,7.51
66,7.23
67,8.42
68,9.61
69,9.05
70,9.26
71,9.22
72,9.38
73,9.1
74,7.95
75,8.12
76,9.75
77,10.85
78,10.41
79,9.96
80,9.61
81,8.76
82,8.18
83,7.21
84,7.13
85,9.1
86,8.25
87,7.91
88,6.89
89,5.96
90,6.8
91,7.68
92,8.38
93,8.52
94,9.74
95,9.31
96,9.89
97,9.96
