index,value
0,8.0
1,8.0
2,7.4
3,8.0
4,8.0
5,8.0
6,8.0
7,8.8
8,8.4
9,8.4
10,8.0
11,8.2
12,8.2
13,8.2
14,8.4
15,8.4
16,8.4
17,8.6
18,8.8
19,8.6
20,8.6
21,8.6
22,8.6
23,8.6
24,8.8
25,8.9
26,9.1
27,9.5
28,8.5
29,8.4
30,8.3
31,8.2
32,8.1
33,8.3
34,8.4
35,8.7
36,8.8
37,8.8
38,9.2
39,9.59999
40,8.99997
41,8.80002
42,8.60015
43,8.59998
44,8.7995
45,8.80056
46,8.59982
47,8.6
48,8.4
49,8.3
50,8.4
51,8.3
52,8.3
53,8.1
54,8.2
55,8.3
56,8.5
57,8.1
58,8.1
59,7.9
60,8.3
61,8.1
62,8.1
63,8.1
64,8.4
65,8.7
66,9.0
67,9.3
68,9.3
69,9.5
70,9.3
71,9.5
72,9.5
73,9.5
74,9.5
75,9.5
76,9.5
77,9.9
78,9.5
79,9.7
80,9.1
81,9.1
82,8.9
83,9.3
84,9.1
85,9.1
86,9.3
87,9.5
88,9.3
89,9.3
90,9.3
91,9.9
92,9.7
93,9.1
94,9.3
95,9.5
96,9.4
97,9.0
98,9.0
99,8.8
100,9.0
101,8.8
102,8.6
103,8.6
104,8.0
105,8.0
106,8.0
107,8.0
108,8.6
109,8.0
110,8.0
111,8.0
112,7.6
113,8.6
114,9.6
115,9.6
116,10.0
117,9.4
118,9.3
119,9.2
120,9.5
121,9.5
122,9.5
123,9.9
124,9.9
125,9.5
126,9.3
127,9.5
128,9.5
129,9.1
130,9.3
131,9.5
132,9.3
133,9.1
134,9.3
135,9.1
136,9.5
137,9.4
138,9.5
139,9.6
140,10.2
141,9.8
142,9.6
143,9.6
144,9.4
145,9.4
146,9.4
147,9.4
148,9.6
149,9.6
150,9.4
151,9.4
152,9.0
153,9.4
154,9.4
155,9.6
156,9.4
157,9.2
158,8.8
159,8.8
160,9.2
161,9.2
162,9.6
163,9.6
164,9.8
165,9.8
166,10.0
167,10.0
168,9.4
169,9.8
170,8.8
171,8.8
172,8.8
173,8.8
174,9.6
175,9.6
176,9.6
177,9.2
178,9.2
179,9.0
180,9.0
181,9.0
182,9.4
183,9.0
184,9.0
185,9.4
186,9.4
187,9.6
188,9.4
189,9.6
190,9.6
191,9.6
192,10.0
193,10.0
194,9.6
195,9.2
196,9.2
197,9.2
198,9.0
199,9.0
200,9.6
201,9.8
202,10.2
203,10.0
204,10.0
205,10.0
206,9.4
207,9.2
208,9.6
209,9.7
210,9.7
211,9.8
212,9.8
213,9.8
214,10.0
215,10.0
216,8.6
217,9.0
218,9.4
219,9.4
220,9.4
221,9.4
222,9.4
223,9.6
224,10.0
225,10.0
226,9.8
227,9.8
228,9.7
229,9.6
230,9.4
231,9.2
232,9.0
233,9.4
234,9.6
235,9.6
236,9.6
237,9.6
238,9.6
239,9.6
240,9.0
241,9.4
242,9.4
243,9.4
244,9.6
245,9.4
246,9.6
247,9.6
248,9.80002
249,9.8
250,9.79994
251,9.60007
252,9.19998
253,9.60001
254,9.20003
255,9.19997
256,9.59985
257,9.60002
258,9.60052
259,9.59942
260,9.60019
261,9.6
262,10.0
263,10.0
264,10.4
265,10.4
266,9.8
267,9.0
268,9.6
269,9.8
270,9.6
271,8.6
272,8.0
273,8.0
274,8.0
275,8.0
276,8.4
277,8.8
278,8.4
279,8.4
280,9.0
281,9.0
282,9.4
283,10.0
284,10.0
285,10.0
286,10.2
287,10.0
288,10.0
289,9.6
290,9.0
291,9.0
292,8.6
293,9.0
294,9.6
295,9.6
296,9.0
297,9.0
298,8.9
299,8.8
300,8.7
301,8.6
302,8.3
303,7.9
304,8.5
305,8.7
306,8.9
307,9.1
308,9.1
309,9.1
