index,value
0,8.1923491
1,8.1910752
2,8.2017699
3,8.194754
4,8.2182479
5,8.2215058
6,8.2258243
7,8.2291377
8,8.2477439
9,8.26768
10,8.2774883
11,8.2948743
12,8.3171556
13,8.3225156
14,8.3244576
15,8.3301887
16,8.325839
17,8.3296098
18,8.3194737
19,8.3151749
20,8.2983653
21,8.3081251
22,8.3238269
23,8.3376837
24,8.3565079
25,8.3623856
26,8.3668353
27,8.3771952
28,8.391131
29,8.4062169
30,8.4199772
31,8.4183448
32,8.4259109
33,8.4542108
34,8.462568
35,8.4748492
36,8.4771626
37,8.4790343
38,8.4857644
39,8.4889377
40,8.4931669
41,8.4675196
42,8.466994
43,8.4827467
44,8.4956018
45,8.4898014
46,8.4969905
47,8.4854135
48,8.468633
49,8.4751204
50,8.4709608
51,8.4738681
52,8.4792421
53,8.5009215
54,8.5168131
55,8.5333027
56,8.5499508
57,8.5611527
58,8.5671636
59,8.5735168
60,8.5804872
61,8.5879312
62,8.6010195
63,8.6068328
64,8.6179069
65,8.6170928
66,8.6225257
67,8.6265856
68,8.6316998
69,8.6417091
70,8.6493086
71,8.6634211
72,8.670412
73,8.6790909
74,8.6845703
75,8.6965771
76,8.7053974
77,8.7114598
78,8.7174693
79,8.7196278
80,8.7294133
81,8.7320787
82,8.7272596
83,8.7196768
84,8.7123816
85,8.7143705
86,8.7163063
87,8.7193664
88,8.7310296
89,8.7362163
90,8.7435635
91,8.753924
92,8.756525
93,8.7604687
94,8.7670799
95,8.7789265
96,8.7870371
97,8.7974276
98,8.8021315
99,8.8116373
100,8.8161119
101,8.818571
102,8.8250896
103,8.8337251
104,8.8402038
105,8.855863
106,8.8593777
107,8.8714211
108,8.883765
109,8.89478
110,8.9059054
111,8.91
